Id_Pelicula;Titulo_original;Genero_Pelicula
535;50 First Dates;"Comedy, Romance"
536;Fast & Furious;"Action, Crime, Drama, Thriller"
537;Train to Busan;"Horror, Thriller, Action, Adventure"
538;8 Mile;"Drama, Music"
539;How the Grinch Stole Christmas;"Family, Comedy, Fantasy"
540;Sully;"Drama, History"
541;The Boss Baby;"Animation, Comedy, Family"
542;Cinderella;"Romance, Fantasy, Family, Drama"
543;F9;"Action, Adventure, Crime"
544;Cloud Atlas;"Drama, Science Fiction"
545;TRON: Legacy;"Adventure, Action, Science Fiction"
546;Moonlight;Drama
547;Superbad;Comedy
548;Fast & Furious Presents: Hobbs & Shaw;"Action, Adventure, Comedy"
549;The Croods;"Animation, Adventure, Family, Fantasy, Comedy, Action"
550;Rush;"Drama, Action"
551;Jurassic Park III;"Adventure, Action, Thriller, Science Fiction"
552;Tomorrowland;"Adventure, Family, Mystery, Science Fiction"
553;Neighbors;Comedy
554;Wanted;"Action, Thriller, Crime"
555;Despicable Me 3;"Action, Animation, Comedy, Family, Adventure"
556;Nerve;"Mystery, Adventure, Crime"
557;Heat;"Action, Crime, Drama"
558;The Boy in the Striped Pyjamas;"War, Drama, History"
559;Rampage;"Action, Adventure, Science Fiction"
560;Cloverfield;"Action, Thriller, Science Fiction"
561;Constantine;"Fantasy, Action, Horror"
562;Click;"Comedy, Drama, Fantasy"
563;Thor: Love and Thunder;"Fantasy, Action, Comedy"
564;Little Miss Sunshine;"Comedy, Drama"
565;Children of Men;"Drama, Action, Thriller, Science Fiction"
566;Jack Reacher;"Crime, Drama, Thriller, Action"
567;Easy A;Comedy
568;Marriage Story;Drama
569;The Girl with the Dragon Tattoo;"Thriller, Crime, Mystery"
570;The Mummy Returns;"Adventure, Action, Fantasy"
571;Brokeback Mountain;"Drama, Romance"
572;Captain Phillips;"Action, Drama, Thriller"
573;Bridge of Spies;"Thriller, Drama"
574;Night at the Museum: Battle of the Smithsonian;"Adventure, Fantasy, Action, Comedy, Family"
575;The Witch;"Drama, Fantasy, Horror, Mystery"
576;Puss in Boots: The Last Wish;"Animation, Family, Fantasy, Adventure, Comedy, Action"
577;Hellboy;"Fantasy, Action"
578;Teenage Mutant Ninja Turtles;"Science Fiction, Action, Adventure, Comedy"
579;Madagascar: Escape 2 Africa;"Family, Adventure, Animation, Comedy"
580;Kung Fu Panda 2;"Animation, Family"
581;Seven Pounds;Drama
582;Jupiter Ascending;"Science Fiction, Fantasy, Action"
583;Angels & Demons;"Thriller, Mystery"
584;Scary Movie;Comedy
585;Warcraft;"Action, Adventure, Fantasy"
586;Yes Man;"Comedy, Romance"
587;Prince of Persia: The Sands of Time;"Adventure, Fantasy, Action"
588;Hansel & Gretel: Witch Hunters;"Fantasy, Horror, Action"
589;PokÃ©mon Detective Pikachu;"Action, Adventure, Fantasy"
590;The Platform;"Drama, Science Fiction, Thriller"
591;Insidious;"Horror, Thriller"
592;The Last Samurai;"Drama, Action, War"
593;Megamind;"Animation, Action, Comedy, Family, Science Fiction"
594;The Expendables 2;"Action, Adventure, Thriller"
595;RED;"Action, Adventure, Comedy, Crime, Thriller"
597;Raya and the Last Dragon;"Animation, Family, Fantasy, Action, Adventure"
598;mother!;"Drama, Thriller, Horror"
600;Tarzan;"Family, Adventure, Animation, Drama"
601;Hachi: A Dog's Tale;"Drama, Family"
602;The Thing;"Horror, Mystery, Science Fiction"
603;Oz the Great and Powerful;"Fantasy, Adventure, Family"
604;Rise of the Guardians;"Family, Animation, Fantasy, Action, Adventure"
605;Allegiant;"Adventure, Science Fiction, Action, Mystery"
606;Star Trek Beyond;"Action, Adventure, Science Fiction"
607;The Fast and the Furious: Tokyo Drift;"Action, Crime, Drama, Thriller"
608;Olympus Has Fallen;"Action, Thriller"
609;The 40 Year Old Virgin;"Comedy, Romance"
610;Nobody;"Action, Crime, Thriller"
611;Pitch Perfect;"Comedy, Music, Romance"
612;After Earth;"Science Fiction, Action, Adventure"
613;The Irishman;"Crime, Drama, History"
614;Taken 2;"Action, Crime, Thriller"
615;Super 8;"Thriller, Science Fiction, Mystery"
616;Lion;Drama
617;The Intern;Comedy
618;Sleepy Hollow;"Drama, Fantasy, Thriller, Mystery, Horror"
619;Rio;"Animation, Adventure, Comedy, Family"
620;The Proposal;"Comedy, Romance, Drama"
621;Mission: Impossible III;"Adventure, Action, Thriller"
622;Midsommar;"Horror, Drama, Mystery"
623;Scream;"Crime, Horror, Mystery"
624;Ad Astra;"Science Fiction, Drama"
625;Mission: Impossible II;"Adventure, Action, Thriller"
626;Beetlejuice;"Fantasy, Comedy"
627;The Emperor's New Groove;"Adventure, Animation, Comedy, Family, Fantasy"
628;28 Days Later;"Horror, Thriller, Science Fiction"
629;Terminator 3: Rise of the Machines;"Action, Thriller, Science Fiction"
630;The Age of Adaline;"Romance, Fantasy, Drama"
631;Gangs of New York;"Drama, History, Crime"
632;The Nun;"Horror, Mystery, Thriller"
633;"Lock, Stock and Two Smoking Barrels";"Comedy, Crime"
634;300: Rise of an Empire;"Action, Drama, War"
635;A Good Day to Die Hard;"Action, Thriller"
636;Love Actually;"Comedy, Romance, Drama"
637;The Purge: Anarchy;"Horror, Thriller"
638;Mystic River;"Thriller, Crime, Drama, Mystery"
639;Alice Through the Looking Glass;"Adventure, Family, Fantasy"
640;Mamma Mia!;"Comedy, Romance"
641;Captain Fantastic;"Adventure, Drama"
642;Terminator Salvation;"Action, Science Fiction, Thriller"
643;There Will Be Blood;Drama
644;Batman Returns;"Action, Fantasy"
646;The Game;"Drama, Thriller, Mystery"
647;Rango;"Animation, Comedy, Family, Western, Adventure"
648;Pearl Harbor;"War, History, Romance, Drama"
649;Dark Phoenix;"Fantasy, Science Fiction, Action, Adventure"
650;This Is the End;"Action, Comedy"
651;Horrible Bosses;"Comedy, Crime"
652;Shark Tale;"Animation, Action, Comedy, Family"
653;"Love, Rosie";"Romance, Drama, Comedy"
654;The Legend of Tarzan;"Fantasy, Action, Adventure"
655;The Chronicles of Narnia: Prince Caspian;"Adventure, Family, Fantasy"
656;The Others;"Horror, Mystery, Thriller"
657;Rear Window;"Thriller, Mystery"
658;Predestination;"Science Fiction, Thriller"
659;Inferno;"Mystery, Thriller, Action"
660;It Follows;"Horror, Mystery"
661;The Impossible;"Adventure, Drama, Thriller"
662;The Blind Side;Drama
663;Project X;Comedy
664;Clash of the Titans;"Adventure, Fantasy, Action"
665;Atomic Blonde;"Action, Thriller"
666;Ocean's Thirteen;"Crime, Thriller"
667;The Man from U.N.C.L.E.;"Comedy, Action, Adventure"
668;National Treasure;"Adventure, Action, Thriller, Mystery"
669;Noah;"Drama, Adventure"
670;Jackie Brown;Crime
671;Prey;"Thriller, Action, Science Fiction"
672;Gremlins;"Fantasy, Horror, Comedy"
673;How to Train Your Dragon: The Hidden World;"Animation, Family, Adventure"
674;Rain Man;Drama
675;One Hundred and One Dalmatians;"Adventure, Animation, Comedy, Family"
677;Resident Evil;"Horror, Action, Science Fiction"
678;Kick-Ass 2;"Action, Adventure, Crime"
679;Gattaca;"Thriller, Science Fiction, Mystery, Romance"
680;Warm Bodies;"Horror, Comedy, Romance"
681;Bad Boys;"Action, Comedy, Crime, Thriller"
682;"Love, Simon";"Comedy, Drama, Romance"
683;Annabelle;Horror
684;The Hitman's Bodyguard;"Action, Comedy"
685;Transformers: The Last Knight;"Action, Adventure, Science Fiction"
686;Happy Death Day;"Horror, Mystery, Comedy"
687;A.I. Artificial Intelligence;"Drama, Science Fiction, Adventure"
688;The Ring;"Horror, Mystery"
689;Lara Croft: Tomb Raider;"Adventure, Fantasy, Action, Thriller"
690;Little Women;"Drama, Romance"
691;Maleficent: Mistress of Evil;"Family, Fantasy, Adventure, Action"
692;Underworld;"Fantasy, Action, Thriller"
693;A Quiet Place Part II;"Science Fiction, Thriller, Horror"
694;What Happened to Monday;"Science Fiction, Thriller, Drama, Mystery, Action"
695;Onward;"Family, Animation, Adventure, Comedy, Fantasy"
696;The Polar Express;"Animation, Adventure, Family, Fantasy"
697;Dracula Untold;"Horror, Action, Fantasy"
698;Dirty Dancing;"Drama, Music, Romance"
699;First Blood;"Action, Adventure, Thriller, War"
700;Independence Day: Resurgence;"Action, Adventure, Science Fiction"
701;Spy;"Action, Comedy, Crime"
702;Lilo & Stitch;"Animation, Family"
703;Mulholland Drive;"Thriller, Drama, Mystery"
704;Contagion;"Drama, Thriller, Science Fiction"
705;Madagascar 3: Europe's Most Wanted;"Animation, Family, Comedy, Adventure"
707;Bumblebee;"Action, Adventure, Science Fiction"
708;The Book of Eli;"Action, Thriller, Science Fiction"
709;The Accountant;"Crime, Thriller, Drama"
710;Mrs. Doubtfire;"Comedy, Drama, Family"
711;The Godfather Part III;"Crime, Drama, Thriller"
712;Dumb and Dumber;Comedy
713;Space Jam;"Family, Animation, Comedy, Science Fiction"
714;The Babadook;"Drama, Horror"
715;Die Hard: With a Vengeance;"Action, Thriller"
716;Speed;"Action, Adventure, Crime"
717;Red Sparrow;"Thriller, Mystery"
718;Tropic Thunder;"Action, Comedy, Adventure, War"
719;Bolt;"Animation, Family, Adventure, Comedy"
720;The Lobster;"Comedy, Drama, Romance"
721;Grown Ups;Comedy
722;Flight;Drama
723;Notting Hill;"Romance, Comedy"
724;Eyes Wide Shut;"Drama, Thriller, Mystery"
725;The Magnificent Seven;"Adventure, Action, Western"
726;The Karate Kid;"Action, Adventure, Drama, Family"
727;Enola Holmes;"Adventure, Mystery, Comedy, Crime"
728;The Lone Ranger;"Action, Adventure, Western"
729;Extraction;"Action, Thriller"
730;Mr. Nobody;"Science Fiction, Drama, Romance, Fantasy"
731;Meet the Parents;"Comedy, Romance"
732;The Danish Girl;Drama
733;No Time to Die;"Action, Thriller, Romance"
734;Night at the Museum: Secret of the Tomb;"Adventure, Comedy, Fantasy, Family"
735;The 5th Wave;"Science Fiction, Adventure, Action"
736;Godzilla: King of the Monsters;"Science Fiction, Action"
737;Ghost Rider;"Thriller, Action, Fantasy"
738;Black Panther: Wakanda Forever;"Action, Adventure, Science Fiction"
739;Central Intelligence;"Action, Comedy, Crime, Mystery"
740;Black Adam;"Action, Adventure, Science Fiction"
741;Sweeney Todd: The Demon Barber of Fleet Street;"Drama, Horror"
742;Blade;"Horror, Action"
743;Cloudy with a Chance of Meatballs;"Animation, Comedy, Family"
745;Pinocchio;"Animation, Family"
746;Moonrise Kingdom;"Comedy, Drama, Romance"
747;Ender's Game;"Science Fiction, Action, Adventure"
748;The Devil's Advocate;"Drama, Mystery, Thriller, Horror"
749;The Girl on the Train;"Thriller, Mystery, Drama, Crime"
750;Mortal Kombat;"Action, Fantasy, Adventure"
751;Van Helsing;"Horror, Adventure, Action"
752;The Conjuring: The Devil Made Me Do It;"Horror, Mystery, Thriller"
753;From Dusk Till Dawn;"Horror, Action, Thriller, Crime"
754;"I, Tonya";"Drama, Comedy"
755;The Dictator;Comedy
756;Manchester by the Sea;Drama
757;Hulk;"Science Fiction, Adventure, Action"
758;Enemy;"Thriller, Mystery"
759;Game Night;"Mystery, Comedy, Crime"
760;The Interview;"Action, Comedy"
761;Hitch;"Comedy, Drama, Romance"
762;Live Free or Die Hard;"Action, Thriller"
763;Jason Bourne;"Action, Thriller, Mystery, Drama"
764;Training Day;"Action, Crime, Drama"
765;Taken 3;"Thriller, Action"
766;Hotel Transylvania 2;"Animation, Comedy, Family, Fantasy"
767;Interview with the Vampire;"Horror, Drama, Fantasy"
768;Jumper;"Action, Adventure, Science Fiction"
769;The Bourne Legacy;"Action, Thriller"
770;King Arthur: Legend of the Sword;"Action, Drama, Fantasy"
771;Kung Fu Panda 3;"Action, Adventure, Animation, Comedy, Family"
772;Stand by Me;"Crime, Drama"
773;Ace Ventura: Pet Detective;"Comedy, Adventure"
774;Pocahontas;"Adventure, Animation, Family, Romance"
775;Paul;"Adventure, Comedy, Science Fiction"
776;Inside Man;"Crime, Drama, Thriller"
777;Bright;"Fantasy, Action, Thriller"
778;The Invisible Man;"Thriller, Science Fiction, Horror"
779;Monty Python and the Holy Grail;"Adventure, Comedy, Fantasy"
780;Die Hard 2;"Action, Thriller"
781;Just Go with It;"Comedy, Romance"
782;Cars 3;"Animation, Adventure, Comedy, Family"
783;Annabelle: Creation;"Horror, Mystery, Thriller"
784;Five Feet Apart;"Romance, Drama"
785;The Goonies;"Adventure, Comedy, Family"
786;Vertigo;"Mystery, Romance, Thriller"
787;Total Recall;"Action, Adventure, Science Fiction"
788;Casino;"Crime, Drama"
789;Moon;"Science Fiction, Drama"
790;Bambi;"Animation, Drama, Family"
791;Jurassic World Dominion;"Adventure, Action, Science Fiction"
792;John Carter;"Action, Adventure, Science Fiction"
793;G.I. Joe: Retaliation;"Science Fiction, Adventure, Action, Thriller"
794;Who Framed Roger Rabbit;"Fantasy, Animation, Comedy, Crime"
795;Everything Everywhere All at Once;"Action, Adventure, Science Fiction"
796;Black Hawk Down;"Action, History, War"
797;Jungle Cruise;"Action, Adventure, Fantasy"
798;The Chronicles of Narnia: The Voyage of the Dawn Treader;"Adventure, Family, Fantasy"
799;Zombieland: Double Tap;"Comedy, Horror"
800;The Hurt Locker;"Drama, Thriller, War"
801;The Untouchables;"Crime, Drama, History, Thriller"
802;Southpaw;"Action, Drama"
803;School of Rock;"Comedy, Music"
804;Liar Liar;Comedy
805;Signs;"Drama, Thriller, Science Fiction, Mystery"
806;The Good Dinosaur;"Adventure, Animation, Family"
807;Red Notice;"Action, Comedy, Crime"
808;Battleship;"Thriller, Action, Adventure, Science Fiction"
809;RoboCop;"Science Fiction, Action, Crime, Thriller"
810;Collateral Beauty;"Drama, Romance"
811;The Italian Job;"Action, Crime"
812;The Wizard of Oz;"Adventure, Fantasy, Family"
813;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;"Drama, Comedy, War"
814;Salt;"Action, Mystery, Thriller"
816;The Iron Giant;"Family, Animation, Science Fiction, Drama"
817;Ghost;"Fantasy, Drama, Thriller, Mystery, Romance"
818;Transcendence;"Thriller, Science Fiction, Drama, Mystery"
819;The Tourist;"Action, Thriller, Romance"
820;Enchanted;"Comedy, Family, Fantasy, Romance"
821;Pitch Perfect 2;"Comedy, Music"
822;The Machinist;"Thriller, Drama"
823;Final Destination;Horror
824;Collateral;"Drama, Crime, Thriller"
825;The Gentlemen;"Comedy, Crime"
826;Barbie;"Comedy, Adventure, Fantasy"
827;AlienÂ³;"Science Fiction, Action, Horror"
828;Uncharted;"Action, Adventure"
829;The Princess and the Frog;"Romance, Family, Animation"
830;After We Collided;"Romance, Drama"
831;Apocalypto;"Action, Drama, History"
832;Due Date;"Comedy, Drama"
833;Citizen Kane;"Mystery, Drama"
834;The Adventures of Tintin;"Adventure, Animation, Mystery"
835;The Matrix Resurrections;"Science Fiction, Action, Adventure"
837;Mars Attacks!;"Comedy, Fantasy, Science Fiction"
838;Creed II;"Drama, Action"
839;Apollo 13;"Drama, History"
840;Brother Bear;"Adventure, Animation, Family"
841;Peter Pan;"Animation, Family, Adventure, Fantasy"
842;Non-Stop;"Action, Thriller, Mystery"
843;Halloween;"Horror, Thriller"
844;Gifted;"Drama, Comedy"
845;The Island;"Action, Thriller, Science Fiction, Adventure"
846;The World's End;"Comedy, Action, Science Fiction"
847;Les MisÃ©rables;"History, Drama"
848;Anastasia;"Animation, Family, Fantasy, Adventure"
849;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;Comedy
850;Guardians of the Galaxy Vol. 3;"Science Fiction, Adventure, Action"
851;American Gangster;"Drama, Crime"
852;Hook;"Adventure, Fantasy, Comedy, Family"
853;Casablanca;"Drama, Romance"
854;Bad Boys II;"Adventure, Action, Comedy, Thriller, Crime"
855;The Purge: Election Year;"Action, Horror, Thriller"
856;The Aviator;Drama
857;The Transporter;"Action, Crime, Thriller"
858;Knowing;"Action, Mystery, Science Fiction, Thriller"
859;First Man;"History, Drama"
860;Chronicle;"Science Fiction, Drama, Thriller"
861;True Grit;"Drama, Adventure, Western"
862;Orphan;"Horror, Thriller, Mystery"
863;Paper Towns;"Mystery, Drama, Romance"
864;Lady and the Tramp;"Family, Animation, Romance"
865;Once Upon a Time in America;"Drama, Crime"
866;Grave of the Fireflies;"Animation, Drama, War"
867;Percy Jackson: Sea of Monsters;"Adventure, Family, Fantasy"
868;The Favourite;"Drama, Comedy, Thriller"
869;Boyhood;Drama
870;Face/Off;"Action, Crime, Science Fiction"
871;Bullet Train;"Action, Comedy, Thriller"
872;Fantastic Mr. Fox;"Adventure, Animation, Comedy, Family"
873;The Kissing Booth 2;"Comedy, Romance"
874;Saw II;Horror
875;The Shallows;"Horror, Drama, Thriller"
876;Escape Plan;"Action, Thriller"
877;17 Again;Comedy
878;Sleeping Beauty;"Fantasy, Animation, Romance, Family"
879;Hellboy II: The Golden Army;"Fantasy, Horror, Adventure, Action"
880;Batman Forever;"Action, Crime, Fantasy"
881;Darkest Hour;"Drama, History"
882;National Treasure: Book of Secrets;"Action, Adventure, Mystery, Thriller"
883;13 Going on 30;"Comedy, Fantasy, Romance"
884;Happy Feet;"Animation, Comedy, Family"
885;The Great Wall;"Action, Adventure, Fantasy"
886;Wind River;"Crime, Drama, Mystery, Thriller"
887;Cowboys & Aliens;"Action, Science Fiction, Thriller, Western"
888;Daredevil;"Fantasy, Action"
889;Gemini Man;"Science Fiction, Action, Adventure, Thriller"
890;Love & Other Drugs;"Drama, Comedy, Romance"
891;Death Proof;"Action, Thriller"
892;Lemony Snicket's A Series of Unfortunate Events;"Adventure, Comedy, Family"
893;Romeo + Juliet;"Drama, Romance"
894;Bloodshot;"Action, Science Fiction, Adventure"
895;Paranormal Activity;"Horror, Mystery"
896;Man on Fire;"Action, Drama, Thriller"
897;Dredd;"Action, Science Fiction"
898;The Aristocats;"Animation, Comedy, Family, Adventure"
899;The Dark Tower;"Fantasy, Action, Science Fiction"
900;Jack the Giant Slayer;"Fantasy, Action, Adventure, Family"
901;Crimson Peak;"Horror, Romance"
902;Terminator: Dark Fate;"Science Fiction, Action"
903;The Equalizer 2;"Action, Thriller, Crime"
904;Moneyball;Drama
905;In Bruges;"Comedy, Drama, Crime"
906;John Wick: Chapter 4;"Action, Thriller, Crime"
907;The Sorcerer's Apprentice;"Fantasy, Adventure, Action"
908;Law Abiding Citizen;"Drama, Crime, Thriller"
909;Bridget Jones's Diary;"Comedy, Romance, Drama"
910;The Mist;"Horror, Science Fiction, Thriller"
911;Wrath of Man;"Crime, Thriller, Action"
912;Bram Stoker's Dracula;"Romance, Horror"
913;Batman & Robin;"Action, Science Fiction, Adventure, Comedy"
914;Skyscraper;"Action, Thriller"
915;The Town;"Crime, Drama, Thriller"
916;A Nightmare on Elm Street (1984);Horror
917;The Hunchback of Notre Dame;"Drama, Animation, Family"
918;The Expendables 3;"Action, Adventure, Thriller"
919;Meet Joe Black;"Fantasy, Drama, Romance"
920;The Mule;"Crime, Drama"
921;The Lego Batman Movie;"Animation, Action, Comedy, Family"
922;The Holiday;"Comedy, Romance"
923;Dumbo;"Animation, Family"
924;There's Something About Mary;"Romance, Comedy"
925;The Princess Diaries;"Comedy, Family, Romance"
926;The Huntsman: Winter's War;"Action, Adventure, Drama"
927;Everest;"Adventure, Drama, History"
929;American Pie 2;"Comedy, Romance"
930;The Place Beyond the Pines;"Drama, Crime"
931;Glass Onion: A Knives Out Mystery;"Comedy, Crime, Mystery"
